content_key,country_id
1492,46
1493,116
1494,85
1495,116
1496,47
1497,47
1498,85
1499,116
1500,116
1501,109
1502,116
1503,116
1504,101
1505,75
1506,116
1507,115
1507,36
1507,39
1507,116
1507,7
1507,54
1507,37
1507,50
1508,115
1509,115
1510,116
1511,116
1511,115
1512,34
1513,115
1514,116
1515,100
1516,116
1517,79
1518,116
1520,65
1521,46
1522,65
1523,65
1524,25
1525,21
1526,47
1527,85
1528,75
1529,101
1530,85
1531,116
1533,16
1535,85
1535,21
1535,115
1535,116
1536,100
1537,116
1538,116
1539,116
1539,54
1540,54
1541,116
1542,115
1543,46
1544,116
1545,21
1546,116
1547,116
1548,116
1549,116
1550,50
1550,37
1550,45
1550,116
1550,68
1550,13
1550,115
1550,43
1551,116
1552,115
1552,21
1552,116
1553,116
1554,116
1555,60
1556,37
1558,116
1559,116
1560,103
1561,116
1562,46
1563,54
1564,21
1564,116
1566,85
1567,85
1568,85
1569,85
1570,93
1571,34
1572,52
1573,116
1574,116
1575,116
1576,96
1577,116
1578,16
1579,58
1580,116
1581,116
1583,116
1584,101
1585,116
1587,37
1588,109
1589,21
1590,46
1591,116
1592,116
1593,39
1594,100
1595,111
1596,116
1598,116
1599,85
1600,37
1600,13
1602,16
1603,85
1604,115
1605,45
1606,47
1607,86
1608,39
1609,116
1609,37
1609,95
1610,116
1611,116
1611,52
1612,116
1613,116
1614,115
1615,103
1615,52
1616,116
1617,116
1618,116
1619,116
1619,50
1619,115
1619,46
1620,115
1620,96
1621,43
1621,116
1622,7
1622,116
1623,116
1623,21
1624,116
1625,116
1625,66
1625,37
1625,115
1626,101
1627,116
1627,24
1627,21
1628,116
1629,115
1630,85
1631,85
1632,116
1633,116
1634,116
1635,101
1636,116
1637,116
1638,103
1639,46
1640,7
1641,39
1642,116
1643,52
1644,101
1645,85
1646,116
1647,116
1648,85
1649,115
1650,54
1651,115
1651,116
1652,21
1654,46
1655,78
1656,116
1657,116
1658,5
1659,34
1660,116
1661,116
1662,101
1663,34
1664,116
1665,116
1665,91
1666,57
1667,116
1668,24
1670,116
1671,46
1672,116
1673,116
1674,46
1675,46
1676,46
1677,46
1678,85
1679,46
1680,46
1681,46
